2023-04-15 19:47:03,899 - cli.py - This is Paynt version 0.1.0.
2023-04-15 19:47:03,899 - sketch.py - loading sketch from ./models/pomdp/no-goal-state/blind-nanny/sketch.templ ...
2023-04-15 19:47:03,901 - prism_parser.py - PRISM model type: PrismModelType.POMDP
2023-04-15 19:47:03,901 - prism_parser.py - loading properties from ./models/pomdp/no-goal-state/blind-nanny/sketch.props ...
2023-04-15 19:47:03,902 - prism_parser.py - found the following specification: constraints: LRA>3/5 ["goal1"],LRA>3/5 ["goal2"], optimality objective: none
2023-04-15 19:47:03,917 - sketch.py - constructed explicit quotient having 27 states and 90 actions
2023-04-15 19:47:03,917 - sketch.py - found the following specification constraints: LRA>3/5 ["goal1"],LRA>3/5 ["goal2"], optimality objective: none
2023-04-15 19:47:03,918 - quotient_pomdp.py - Constructed POMDP having 15 observations.
2023-04-15 19:47:03,918 - quotient_pomdp.py - Unfolding POMDP using the following memory allocation vector: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] ...
2023-04-15 19:47:03,918 - quotient_pomdp.py - Constructed quotient MDP having 27 states and 90 actions.
2023-04-15 19:47:03,919 - synthesizer.py - Synthesis initiated.
> Progress 3.322%, elapsed 3.1 s, iters = (958, 0), opt = -
> Progress 10.0648%, elapsed 2120.8 s, iters = (11187, 0), opt = -
> Progress 10.0648%, elapsed 2120.9 s, iters = (11188, 0), opt = -
> Progress 10.0648%, elapsed 2121.0 s, iters = (11189, 0), opt = -
> Progress 10.0648%, elapsed 2121.1 s, iters = (11190, 0), opt = -
> Progress 10.0649%, elapsed 2121.1 s, iters = (11191, 0), opt = -
> Progress 10.0649%, elapsed 2121.2 s, iters = (11192, 0), opt = -
> Progress 10.0649%, elapsed 2121.2 s, iters = (11193, 0), opt = -
> Progress 10.0649%, elapsed 2121.2 s, iters = (11194, 0), opt = -
> Progress 10.0649%, elapsed 2121.2 s, iters = (11195, 0), opt = -
> Progress 10.0649%, elapsed 2121.2 s, iters = (11196, 0), opt = -
> Progress 10.067%, elapsed 2146.6 s, iters = (11230, 0), opt = -
> Progress 10.0671%, elapsed 2146.6 s, iters = (11231, 0), opt = -
> Progress 10.0671%, elapsed 2171.2 s, iters = (11232, 0), opt = -
> Progress 10.0671%, elapsed 2171.2 s, iters = (11233, 0), opt = -
> Progress 10.0671%, elapsed 2171.2 s, iters = (11234, 0), opt = -
> Progress 10.0671%, elapsed 2171.3 s, iters = (11235, 0), opt = -
> Progress 10.0671%, elapsed 2183.9 s, iters = (11236, 0), opt = -
> Progress 10.0671%, elapsed 2183.9 s, iters = (11237, 0), opt = -
> Progress 10.0671%, elapsed 2183.9 s, iters = (11238, 0), opt = -
> Progress 10.0671%, elapsed 2183.9 s, iters = (11239, 0), opt = -
> Progress 10.0671%, elapsed 2183.9 s, iters = (11240, 0), opt = -
> Progress 10.0671%, elapsed 2183.9 s, iters = (11241, 0), opt = -
> Progress 10.0671%, elapsed 2184.0 s, iters = (11242, 0), opt = -
> Progress 10.0671%, elapsed 2184.1 s, iters = (11243, 0), opt = -
> Progress 10.0671%, elapsed 2184.2 s, iters = (11244, 0), opt = -
> Progress 10.0672%, elapsed 2184.2 s, iters = (11245, 0), opt = -
> Progress 10.0672%, elapsed 2184.3 s, iters = (11246, 0), opt = -
> Progress 10.0672%, elapsed 2184.3 s, iters = (11247, 0), opt = -
> Progress 10.0672%, elapsed 2184.3 s, iters = (11248, 0), opt = -
> Progress 10.0672%, elapsed 2184.3 s, iters = (11249, 0), opt = -
> Progress 10.0672%, elapsed 2184.3 s, iters = (11250, 0), opt = -
> Progress 11.1328%, elapsed 2187.1 s, iters = (11862, 0), opt = -
> Progress 11.2792%, elapsed 2190.1 s, iters = (11927, 0), opt = -
> Progress 11.3281%, elapsed 2193.1 s, iters = (11993, 0), opt = -
> Progress 11.4747%, elapsed 2196.0 s, iters = (12073, 0), opt = -
> Progress 11.5235%, elapsed 2247.6 s, iters = (12137, 0), opt = -
> Progress 11.5235%, elapsed 2247.6 s, iters = (12138, 0), opt = -
> Progress 11.5235%, elapsed 2297.4 s, iters = (12139, 0), opt = -
> Progress 11.5235%, elapsed 2297.4 s, iters = (12140, 0), opt = -
> Progress 11.5235%, elapsed 2297.4 s, iters = (12141, 0), opt = -
> Progress 11.5235%, elapsed 2297.6 s, iters = (12142, 0), opt = -
> Progress 11.5235%, elapsed 2322.6 s, iters = (12143, 0), opt = -
> Progress 11.5235%, elapsed 2322.6 s, iters = (12144, 0), opt = -
> Progress 11.5236%, elapsed 2322.6 s, iters = (12145, 0), opt = -
> Progress 11.5236%, elapsed 2322.8 s, iters = (12146, 0), opt = -
> Progress 11.5236%, elapsed 2322.8 s, iters = (12147, 0), opt = -
> Progress 11.5236%, elapsed 2322.8 s, iters = (12148, 0), opt = -
> Progress 11.5236%, elapsed 2322.8 s, iters = (12149, 0), opt = -
> Progress 11.5236%, elapsed 2322.8 s, iters = (12150, 0), opt = -
> Progress 11.5236%, elapsed 2322.9 s, iters = (12151, 0), opt = -
> Progress 11.5236%, elapsed 2323.0 s, iters = (12152, 0), opt = -
> Progress 11.5236%, elapsed 2323.3 s, iters = (12153, 0), opt = -
> Progress 11.5236%, elapsed 2323.3 s, iters = (12154, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12155, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12156, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12157, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12158, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12159, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12160, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12161, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12162, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12163, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12164, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12165, 0), opt = -
> Progress 11.5236%, elapsed 2323.5 s, iters = (12166, 0), opt = -
> Progress 11.5237%, elapsed 2323.5 s, iters = (12167, 0), opt = -
> Progress 11.5237%, elapsed 2323.5 s, iters = (12168, 0), opt = -
> Progress 11.5237%, elapsed 2323.5 s, iters = (12169, 0), opt = -
> Progress 11.5237%, elapsed 2323.5 s, iters = (12170, 0), opt = -
> Progress 11.5237%, elapsed 2323.7 s, iters = (12171, 0), opt = -
> Progress 11.5237%, elapsed 2323.9 s, iters = (12172, 0), opt = -
> Progress 11.5237%, elapsed 2323.9 s, iters = (12173, 0), opt = -
> Progress 11.5237%, elapsed 2324.2 s, iters = (12174, 0), opt = -
> Progress 11.5237%, elapsed 2324.2 s, iters = (12175, 0), opt = -
> Progress 11.5237%, elapsed 2324.2 s, iters = (12176, 0), opt = -
> Progress 11.5237%, elapsed 2324.2 s, iters = (12177, 0), opt = -
> Progress 11.5237%, elapsed 2324.2 s, iters = (12178, 0), opt = -
> Progress 11.6699%, elapsed 2325.0 s, iters = (12207, 0), opt = -
> Progress 11.67%, elapsed 2374.6 s, iters = (12219, 0), opt = -
> Progress 11.67%, elapsed 2374.6 s, iters = (12220, 0), opt = -
> Progress 11.67%, elapsed 2423.6 s, iters = (12221, 0), opt = -
> Progress 11.67%, elapsed 2423.6 s, iters = (12222, 0), opt = -
> Progress 11.67%, elapsed 2423.6 s, iters = (12223, 0), opt = -
> Progress 11.67%, elapsed 2423.7 s, iters = (12224, 0), opt = -
> Progress 11.67%, elapsed 2448.6 s, iters = (12225, 0), opt = -
> Progress 11.67%, elapsed 2448.6 s, iters = (12226, 0), opt = -
> Progress 11.67%, elapsed 2448.6 s, iters = (12227, 0), opt = -
> Progress 11.67%, elapsed 2448.8 s, iters = (12228, 0), opt = -
> Progress 11.6701%, elapsed 2448.8 s, iters = (12229, 0), opt = -
> Progress 11.6701%, elapsed 2448.8 s, iters = (12230, 0), opt = -
> Progress 11.6701%, elapsed 2448.8 s, iters = (12231, 0), opt = -
> Progress 11.6701%, elapsed 2448.8 s, iters = (12232, 0), opt = -
> Progress 11.6701%, elapsed 2448.9 s, iters = (12233, 0), opt = -
> Progress 11.6701%, elapsed 2449.0 s, iters = (12234, 0), opt = -
> Progress 11.6701%, elapsed 2449.3 s, iters = (12235, 0), opt = -
> Progress 11.6701%, elapsed 2449.3 s, iters = (12236, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12237, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12238, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12239, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12240, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12241, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12242, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12243, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12244, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12245, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12246, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12247, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12248, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12249, 0), opt = -
> Progress 11.6701%, elapsed 2449.5 s, iters = (12250, 0), opt = -
> Progress 11.6702%, elapsed 2449.5 s, iters = (12251, 0), opt = -
> Progress 11.6702%, elapsed 2449.5 s, iters = (12252, 0), opt = -
> Progress 11.6702%, elapsed 2449.7 s, iters = (12253, 0), opt = -
> Progress 11.6702%, elapsed 2449.9 s, iters = (12254, 0), opt = -
> Progress 11.6702%, elapsed 2449.9 s, iters = (12255, 0), opt = -
> Progress 11.6702%, elapsed 2450.2 s, iters = (12256, 0), opt = -
> Progress 11.6702%, elapsed 2450.2 s, iters = (12257, 0), opt = -
> Progress 11.6702%, elapsed 2450.2 s, iters = (12258, 0), opt = -
> Progress 11.6702%, elapsed 2450.2 s, iters = (12259, 0), opt = -
> Progress 11.9155%, elapsed 2451.2 s, iters = (12894, 0), opt = -
> Progress 11.9158%, elapsed 2454.2 s, iters = (12921, 0), opt = -
> Progress 11.9159%, elapsed 2480.7 s, iters = (12934, 0), opt = -
> Progress 11.9159%, elapsed 2505.8 s, iters = (12935, 0), opt = -
> Progress 11.9159%, elapsed 2505.8 s, iters = (12936, 0), opt = -
> Progress 11.9159%, elapsed 2505.8 s, iters = (12937, 0), opt = -
> Progress 11.9159%, elapsed 2505.8 s, iters = (12938, 0), opt = -
> Progress 11.9159%, elapsed 2505.8 s, iters = (12939, 0), opt = -
> Progress 11.9159%, elapsed 2563.7 s, iters = (12940, 0), opt = -
> Progress 11.9159%, elapsed 2563.7 s, iters = (12941, 0), opt = -
> Progress 11.9159%, elapsed 2563.7 s, iters = (12942, 0), opt = -
> Progress 11.9159%, elapsed 2563.7 s, iters = (12943, 0), opt = -
> Progress 11.9159%, elapsed 2563.7 s, iters = (12944, 0), opt = -
> Progress 11.9163%, elapsed 2563.7 s, iters = (12945, 0), opt = -
> Progress 11.9163%, elapsed 2563.7 s, iters = (12946, 0), opt = -
> Progress 11.9163%, elapsed 2563.7 s, iters = (12947, 0), opt = -
> Progress 11.9163%, elapsed 2563.7 s, iters = (12948, 0), opt = -
> Progress 11.9163%, elapsed 2563.7 s, iters = (12949, 0), opt = -
> Progress 11.9163%, elapsed 2563.7 s, iters = (12950, 0), opt = -
> Progress 11.9163%, elapsed 2563.7 s, iters = (12951, 0), opt = -
> Progress 11.9164%, elapsed 2563.7 s, iters = (12952, 0), opt = -
> Progress 11.9164%, elapsed 2563.7 s, iters = (12953, 0), opt = -
> Progress 11.9164%, elapsed 2563.8 s, iters = (12954, 0), opt = -
> Progress 11.9164%, elapsed 2563.8 s, iters = (12955, 0), opt = -
> Progress 11.9164%, elapsed 2563.8 s, iters = (12956, 0), opt = -
> Progress 11.9164%, elapsed 2563.8 s, iters = (12957, 0), opt = -
> Progress 11.9164%, elapsed 2563.8 s, iters = (12958, 0), opt = -
> Progress 11.9164%, elapsed 2563.8 s, iters = (12959, 0), opt = -
> Progress 11.9164%, elapsed 2563.8 s, iters = (12960, 0), opt = -
> Progress 11.9165%, elapsed 2563.8 s, iters = (12961, 0), opt = -
> Progress 11.9165%, elapsed 2563.8 s, iters = (12962, 0), opt = -
> Progress 11.9165%, elapsed 2563.8 s, iters = (12963, 0), opt = -
> Progress 11.9165%, elapsed 2563.8 s, iters = (12964, 0), opt = -
> Progress 11.9165%, elapsed 2563.8 s, iters = (12965, 0), opt = -
> Progress 11.9165%, elapsed 2563.8 s, iters = (12966, 0), opt = -
> Progress 11.9165%, elapsed 2563.8 s, iters = (12967, 0), opt = -
> Progress 11.9165%, elapsed 2563.8 s, iters = (12968, 0), opt = -
> Progress 11.9165%, elapsed 2563.8 s, iters = (12969, 0), opt = -
> Progress 11.9218%, elapsed 2565.1 s, iters = (13166, 0), opt = -
> Progress 11.922%, elapsed 2579.6 s, iters = (13191, 0), opt = -
> Progress 11.922%, elapsed 2592.6 s, iters = (13192, 0), opt = -
> Progress 11.922%, elapsed 2592.6 s, iters = (13193, 0), opt = -
> Progress 11.922%, elapsed 2592.6 s, iters = (13194, 0), opt = -
> Progress 11.922%, elapsed 2592.6 s, iters = (13195, 0), opt = -
> Progress 11.922%, elapsed 2592.6 s, iters = (13196, 0), opt = -
> Progress 11.922%, elapsed 2617.7 s, iters = (13197, 0), opt = -
> Progress 11.922%, elapsed 2617.7 s, iters = (13198, 0), opt = -
> Progress 11.922%, elapsed 2617.7 s, iters = (13199, 0), opt = -
> Progress 11.922%, elapsed 2617.7 s, iters = (13200, 0), opt = -
> Progress 11.922%, elapsed 2617.7 s, iters = (13201, 0), opt = -
> Progress 11.9224%, elapsed 2617.7 s, iters = (13202, 0), opt = -
> Progress 11.9224%, elapsed 2617.7 s, iters = (13203, 0), opt = -
> Progress 11.9224%, elapsed 2617.7 s, iters = (13204, 0), opt = -
> Progress 11.9224%, elapsed 2617.7 s, iters = (13205, 0), opt = -
> Progress 11.9224%, elapsed 2617.7 s, iters = (13206, 0), opt = -
> Progress 11.9225%, elapsed 2617.7 s, iters = (13207, 0), opt = -
> Progress 12.0635%, elapsed 2619.1 s, iters = (13373, 0), opt = -
> Progress 12.111%, elapsed 2622.0 s, iters = (13581, 0), opt = -
> Progress 12.117%, elapsed 2625.0 s, iters = (13822, 0), opt = -
> Progress 12.2622%, elapsed 2628.0 s, iters = (14069, 0), opt = -
> Progress 12.3063%, elapsed 2679.1 s, iters = (14193, 0), opt = -
> Progress 12.3063%, elapsed 2679.1 s, iters = (14194, 0), opt = -
> Progress 12.3063%, elapsed 2727.3 s, iters = (14195, 0), opt = -
> Progress 12.3063%, elapsed 2727.3 s, iters = (14196, 0), opt = -
> Progress 12.3063%, elapsed 2727.3 s, iters = (14197, 0), opt = -
> Progress 12.3063%, elapsed 2727.6 s, iters = (14198, 0), opt = -
> Progress 12.3063%, elapsed 2752.4 s, iters = (14199, 0), opt = -
> Progress 12.3063%, elapsed 2752.4 s, iters = (14200, 0), opt = -
> Progress 12.3063%, elapsed 2752.4 s, iters = (14201, 0), opt = -
> Progress 12.3063%, elapsed 2752.8 s, iters = (14202, 0), opt = -
> Progress 12.3063%, elapsed 2752.8 s, iters = (14203, 0), opt = -
> Progress 12.3063%, elapsed 2752.8 s, iters = (14204, 0), opt = -
> Progress 12.3063%, elapsed 2752.8 s, iters = (14205, 0), opt = -
> Progress 12.3064%, elapsed 2752.8 s, iters = (14206, 0), opt = -
> Progress 12.3064%, elapsed 2753.1 s, iters = (14207, 0), opt = -
> Progress 12.3064%, elapsed 2753.3 s, iters = (14208, 0), opt = -
> Progress 12.3064%, elapsed 2753.7 s, iters = (14209, 0), opt = -
> Progress 12.3064%, elapsed 2753.7 s, iters = (14210, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14211, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14212, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14213, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14214, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14215, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14216, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14217, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14218, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14219, 0), opt = -
> Progress 12.3064%, elapsed 2754.0 s, iters = (14220, 0), opt = -
> Progress 12.3064%, elapsed 2754.1 s, iters = (14221, 0), opt = -
> Progress 12.3064%, elapsed 2754.1 s, iters = (14222, 0), opt = -
> Progress 12.3064%, elapsed 2754.1 s, iters = (14223, 0), opt = -
> Progress 12.3064%, elapsed 2754.1 s, iters = (14224, 0), opt = -
> Progress 12.3064%, elapsed 2754.1 s, iters = (14225, 0), opt = -
> Progress 12.3064%, elapsed 2754.1 s, iters = (14226, 0), opt = -
> Progress 12.3064%, elapsed 2754.3 s, iters = (14227, 0), opt = -
> Progress 12.3064%, elapsed 2754.7 s, iters = (14228, 0), opt = -
> Progress 12.3065%, elapsed 2754.7 s, iters = (14229, 0), opt = -
> Progress 12.3065%, elapsed 2755.1 s, iters = (14230, 0), opt = -
> Progress 12.3065%, elapsed 2755.1 s, iters = (14231, 0), opt = -
> Progress 12.3065%, elapsed 2755.1 s, iters = (14232, 0), opt = -
> Progress 12.3065%, elapsed 2755.1 s, iters = (14233, 0), opt = -
> Progress 12.3065%, elapsed 2755.1 s, iters = (14234, 0), opt = -
> Progress 12.3124%, elapsed 2781.5 s, iters = (14580, 0), opt = -
> Progress 12.3124%, elapsed 2781.5 s, iters = (14581, 0), opt = -
> Progress 12.3124%, elapsed 2806.4 s, iters = (14582, 0), opt = -
> Progress 12.3124%, elapsed 2806.4 s, iters = (14583, 0), opt = -
> Progress 12.3124%, elapsed 2806.4 s, iters = (14584, 0), opt = -
> Progress 12.3124%, elapsed 2806.6 s, iters = (14585, 0), opt = -
> Progress 12.3124%, elapsed 2819.3 s, iters = (14586, 0), opt = -
> Progress 12.3124%, elapsed 2819.3 s, iters = (14587, 0), opt = -
> Progress 12.3124%, elapsed 2819.3 s, iters = (14588, 0), opt = -
> Progress 12.3124%, elapsed 2819.5 s, iters = (14589, 0), opt = -
> Progress 12.3124%, elapsed 2819.5 s, iters = (14590, 0), opt = -
> Progress 12.3124%, elapsed 2819.5 s, iters = (14591, 0), opt = -
> Progress 12.3125%, elapsed 2819.5 s, iters = (14592, 0), opt = -
> Progress 12.3125%, elapsed 2819.5 s, iters = (14593, 0), opt = -
> Progress 12.3125%, elapsed 2819.6 s, iters = (14594, 0), opt = -
> Progress 12.3125%, elapsed 2819.7 s, iters = (14595, 0), opt = -
> Progress 12.3125%, elapsed 2819.9 s, iters = (14596, 0), opt = -
> Progress 12.3125%, elapsed 2819.9 s, iters = (14597, 0), opt = -
> Progress 12.3125%, elapsed 2820.1 s, iters = (14598, 0), opt = -
> Progress 12.3125%, elapsed 2820.1 s, iters = (14599, 0), opt = -
> Progress 12.3125%, elapsed 2820.1 s, iters = (14600, 0), opt = -
> Progress 12.3125%, elapsed 2820.1 s, iters = (14601, 0), opt = -
> Progress 12.5985%, elapsed 2823.0 s, iters = (15895, 0), opt = -
> Progress 12.5987%, elapsed 2849.9 s, iters = (15918, 0), opt = -
> Progress 12.5987%, elapsed 2875.2 s, iters = (15919, 0), opt = -
> Progress 12.5987%, elapsed 2875.2 s, iters = (15920, 0), opt = -
> Progress 12.5987%, elapsed 2875.2 s, iters = (15921, 0), opt = -
> Progress 12.5987%, elapsed 2875.2 s, iters = (15922, 0), opt = -
> Progress 12.5987%, elapsed 2875.2 s, iters = (15923, 0), opt = -
> Progress 12.5987%, elapsed 2925.5 s, iters = (15924, 0), opt = -
> Progress 12.5987%, elapsed 2925.5 s, iters = (15925, 0), opt = -
> Progress 12.5987%, elapsed 2925.5 s, iters = (15926, 0), opt = -
> Progress 12.5987%, elapsed 2925.5 s, iters = (15927, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15928, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15929, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15930, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15931, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15932, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15933, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15934, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15935, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15936, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15937, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15938, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15939, 0), opt = -
> Progress 12.5988%, elapsed 2925.5 s, iters = (15940, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15941, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15942, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15943, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15944, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15945, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15946, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15947, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15948, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15949, 0), opt = -
> Progress 12.5989%, elapsed 2925.5 s, iters = (15950, 0), opt = -
> Progress 12.599%, elapsed 2925.5 s, iters = (15951, 0), opt = -
> Progress 12.6953%, elapsed 2928.1 s, iters = (16865, 0), opt = -
> Progress 12.7929%, elapsed 2931.0 s, iters = (17910, 0), opt = -
> Progress 12.8116%, elapsed 2934.1 s, iters = (18397, 0), opt = -
> Progress 13.3792%, elapsed 2937.0 s, iters = (19419, 0), opt = -
> Progress 13.4828%, elapsed 2950.6 s, iters = (19848, 0), opt = -
> Progress 13.4828%, elapsed 2950.6 s, iters = (19849, 0), opt = -
> Progress 13.4828%, elapsed 2950.6 s, iters = (19850, 0), opt = -
> Progress 13.4828%, elapsed 2950.6 s, iters = (19851, 0), opt = -
> Progress 13.556%, elapsed 2962.3 s, iters = (20046, 0), opt = -
> Progress 13.556%, elapsed 2962.3 s, iters = (20047, 0), opt = -
> Progress 13.556%, elapsed 2962.3 s, iters = (20048, 0), opt = -
> Progress 13.556%, elapsed 2962.3 s, iters = (20049, 0), opt = -
> Progress 13.5805%, elapsed 2985.6 s, iters = (20259, 0), opt = -
> Progress 13.5805%, elapsed 2985.6 s, iters = (20260, 0), opt = -
> Progress 13.5805%, elapsed 2985.6 s, iters = (20261, 0), opt = -
> Progress 13.5805%, elapsed 2985.6 s, iters = (20262, 0), opt = -
> Progress 13.5805%, elapsed 2985.6 s, iters = (20263, 0), opt = -
> Progress 13.5805%, elapsed 2985.6 s, iters = (20264, 0), opt = -
> Progress 13.5805%, elapsed 2985.6 s, iters = (20265, 0), opt = -
> Progress 13.5805%, elapsed 2985.6 s, iters = (20266, 0), opt = -
> Progress 13.6537%, elapsed 3009.7 s, iters = (20487, 0), opt = -
> Progress 13.6537%, elapsed 3009.7 s, iters = (20488, 0), opt = -
> Progress 13.6537%, elapsed 3009.7 s, iters = (20489, 0), opt = -
> Progress 13.6537%, elapsed 3009.7 s, iters = (20490, 0), opt = -
> Progress 13.6537%, elapsed 3009.7 s, iters = (20491, 0), opt = -
> Progress 13.6537%, elapsed 3009.7 s, iters = (20492, 0), opt = -
> Progress 13.6537%, elapsed 3009.7 s, iters = (20493, 0), opt = -
> Progress 13.6537%, elapsed 3009.7 s, iters = (20494, 0), opt = -
> Progress 13.7704%, elapsed 3012.1 s, iters = (21253, 0), opt = -
> Progress 13.7706%, elapsed 3039.2 s, iters = (21276, 0), opt = -
> Progress 13.7706%, elapsed 3064.3 s, iters = (21277, 0), opt = -
> Progress 13.7706%, elapsed 3064.3 s, iters = (21278, 0), opt = -
> Progress 13.7706%, elapsed 3064.4 s, iters = (21279, 0), opt = -
> Progress 13.7706%, elapsed 3064.4 s, iters = (21280, 0), opt = -
> Progress 13.7706%, elapsed 3064.4 s, iters = (21281, 0), opt = -
> Progress 13.7706%, elapsed 3114.1 s, iters = (21282, 0), opt = -
> Progress 13.7706%, elapsed 3114.1 s, iters = (21283, 0), opt = -
> Progress 13.7706%, elapsed 3114.1 s, iters = (21284, 0), opt = -
> Progress 13.7706%, elapsed 3114.1 s, iters = (21285, 0), opt = -
> Progress 13.7706%, elapsed 3114.1 s, iters = (21286, 0), opt = -
> Progress 13.7706%, elapsed 3114.1 s, iters = (21287, 0), opt = -
> Progress 13.7706%, elapsed 3114.1 s, iters = (21288, 0), opt = -
> Progress 13.7706%, elapsed 3114.1 s, iters = (21289, 0), opt = -
> Progress 13.7707%, elapsed 3114.1 s, iters = (21290, 0), opt = -
> Progress 13.7707%, elapsed 3114.1 s, iters = (21291, 0), opt = -
> Progress 13.7707%, elapsed 3114.1 s, iters = (21292, 0), opt = -
> Progress 13.7707%, elapsed 3114.1 s, iters = (21293, 0), opt = -
> Progress 13.7707%, elapsed 3114.1 s, iters = (21294, 0), opt = -
> Progress 13.7707%, elapsed 3114.1 s, iters = (21295, 0), opt = -
> Progress 13.7707%, elapsed 3114.1 s, iters = (21296, 0), opt = -
> Progress 13.7707%, elapsed 3114.1 s, iters = (21297, 0), opt = -
> Progress 13.7707%, elapsed 3114.1 s, iters = (21298, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21299, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21300, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21301, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21302, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21303, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21304, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21305, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21306, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21307, 0), opt = -
> Progress 13.7708%, elapsed 3114.1 s, iters = (21308, 0), opt = -
> Progress 13.7709%, elapsed 3114.1 s, iters = (21309, 0), opt = -
> Progress 13.9656%, elapsed 3117.1 s, iters = (22478, 0), opt = -
> Progress 14.038%, elapsed 3120.1 s, iters = (22908, 0), opt = -
> Progress 28.2237%, elapsed 3148.5 s, iters = (24119, 0), opt = -
> Progress 28.2237%, elapsed 3173.4 s, iters = (24120, 0), opt = -
> Progress 28.2237%, elapsed 3173.4 s, iters = (24121, 0), opt = -
> Progress 28.2237%, elapsed 3173.4 s, iters = (24122, 0), opt = -
> Progress 28.2237%, elapsed 3173.4 s, iters = (24123, 0), opt = -
> Progress 28.2237%, elapsed 3173.4 s, iters = (24124, 0), opt = -
> Progress 28.2237%, elapsed 3222.6 s, iters = (24125, 0), opt = -
> Progress 28.2237%, elapsed 3222.6 s, iters = (24126, 0), opt = -
> Progress 28.2237%, elapsed 3222.6 s, iters = (24127, 0), opt = -
